Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-06 00:00:00-04:00,18.30408984366602,18.373720169067383,18.260569852716472,18.373720169067383,5728600,0.0,0.0
2021-07-07 00:00:00-04:00,18.452052693779404,18.478163025685742,18.243160077822214,18.43464469909668,4256200,0.0,0.0
2021-07-08 00:00:00-04:00,18.164828600210267,18.234458923339844,18.060382285456974,18.234458923339844,5439400,0.0,0.0
2021-07-09 00:00:00-04:00,18.338902989261737,18.57390594482422,18.269272668367424,18.57390594482422,4808400,0.0,0.0
2021-07-12 00:00:00-04:00,18.321496963500977,18.373720954873942,18.286682629370308,18.321496963500977,5247100,0.0,0.0
2021-07-13 00:00:00-04:00,18.190940305304512,18.356312957749623,18.173532308180192,18.321496963500977,8872500,0.0,0.0
2021-07-14 00:00:00-04:00,18.739278316171593,19.035207590843527,18.521683358919745,18.61742401123047,6837200,0.0,0.0
2021-07-15 00:00:00-04:00,18.573911128318212,18.62613346853339,18.338908107172518,18.391130447387695,5026900,0.0,0.0
2021-07-16 00:00:00-04:00,18.347610938356514,18.452057272251167,18.103903932681096,18.1561279296875,10653200,0.0,0.0
2021-07-19 00:00:00-04:00,17.947233328297724,18.077789974435014,17.842787015317192,17.96463966369629,6212800,0.0,0.0
2021-07-20 00:00:00-04:00,18.05168282459096,18.295389846855784,18.05168282459096,18.225759506225586,3727700,0.0,0.0
2021-07-21 00:00:00-04:00,18.260569054796342,18.55649833985059,18.225754723675873,18.547794342041016,4023500,0.0,0.0
2021-07-22 00:00:00-04:00,18.669649028721476,18.704463360545827,18.547794717041587,18.565202713012695,4106800,0.0,0.0
2021-07-23 00:00:00-04:00,18.60002111354026,18.922060780118528,18.60002111354026,18.91335678100586,4814800,0.0,0.0
2021-07-26 00:00:00-04:00,18.974280825129192,18.991688821253973,18.774093850047823,18.895946502685547,4878400,0.0,0.0
2021-07-27 00:00:00-04:00,18.800205844235,18.965578487184683,18.75668585392304,18.895946502685547,9226700,0.0,0.0
