ticker,market_cap,pe_ratio,revenue,profit_margins,debt_to_equity,operating_margins,earnings_growth,revenue_growth,current_ratio,return_on_equity
INFY,45186035712,13.95,20157999104,0.16434999,9.827,0.20928,0.118,0.066,1.978,0.31439
